,Description,Location Description,Arrest,Domestic,beatnum,Language,housingcrowdedpct,belowpovertypct,adultnojobpct,adultnohighschoolpct,under18above64pct,incomepercapita,hardshipindex,Temperature,Snowfall,Severity
8395,9,27,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,54.5,30.1,0
9309,22,5,1,1,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,54.5,30.1,1
12986,6,12,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,52.7,1
849,34,25,1,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,50.7,19.8,0
2834,68,27,1,0,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,48.7,52.7,0
9498,71,18,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,54.5,30.1,0
18349,37,5,0,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,51.5,57.9,1
12365,6,16,0,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,54.5,30.1,1
17586,49,40,0,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,0
11849,17,5,1,1,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,50.7,19.8,1
7196,49,4,0,0,12345,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,0
10606,65,4,0,0,16845,1,3.2,51.2,33.9,26.6,44.9,10432,97,48.7,54.2,0
17979,22,5,1,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,52.7,1
4959,7,5,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,0
11934,8,0,0,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,51.5,57.9,0
7362,19,24,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,51.5,57.9,0
13451,17,5,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,54.5,30.1,1
5023,46,3,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,51.5,57.9,1
18246,49,9,0,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,52.7,0
17822,7,4,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,54.2,0
16734,55,25,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,51.5,57.9,0
8222,11,5,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,50.7,19.8,0
6502,68,1,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,0
383,8,2,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,50.7,19.8,0
10879,5,54,1,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,51.5,57.9,0
17543,33,52,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,54.5,30.1,1
654,19,19,1,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,54.5,30.1,0
14963,88,5,0,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,48.7,52.7,0
9700,49,5,0,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,50.7,19.8,0
17909,19,37,1,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,50.7,19.8,0
2071,33,25,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,54.5,30.1,1
5599,37,4,0,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,51.5,57.9,1
1080,11,3,1,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,48.7,52.7,0
8586,93,5,0,0,13845,1,3.8,20.6,10.7,9.6,22.2,44689,15,50.7,19.8,0
1577,6,34,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,54.5,30.1,1
6365,33,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
11624,6,4,1,0,18345,1,2.9,30.7,23.4,16.5,36.1,18672,58,48.7,54.2,1
5763,38,4,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,1
1273,17,5,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,51.5,57.9,1
14098,65,27,0,0,13701,1,4.0,29.2,16.3,21.0,39.5,14685,65,54.5,30.1,0
5195,32,4,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,54.5,30.1,1
5552,32,40,0,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,1
4300,8,2,0,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,0
15272,220,12,0,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,54.5,30.1,0
11837,31,27,1,1,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,50.7,19.8,0
15262,68,25,1,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,54.2,0
1501,7,5,1,0,3345,1,0.8,12.3,5.1,3.6,21.5,71551,2,48.7,52.7,0
11171,32,25,0,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,54.5,30.1,1
11255,22,25,1,1,16845,3,1.5,18.4,8.4,4.3,26.2,39056,14,54.5,30.1,1
9054,33,27,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,50.7,19.8,1
15796,33,25,1,1,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,48.7,54.2,1
13597,6,4,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,51.5,57.9,1
7344,7,5,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,50.7,19.8,0
9735,148,25,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,50.7,19.8,0
15595,6,34,1,0,21870,1,11.9,29.0,23.0,41.5,38.9,12765,91,50.7,19.8,1
3271,46,58,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,48.7,52.7,1
8944,11,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,54.5,30.1,0
11298,65,4,0,0,16845,3,1.5,18.4,8.4,4.3,26.2,39056,14,50.7,19.8,0
4784,6,27,0,1,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,1
7656,47,4,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,50.7,19.8,1
18661,19,0,1,0,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,54.5,30.1,0
6058,34,48,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,0
15957,8,6,0,0,21870,1,2.7,8.9,9.5,18.8,37.6,25113,29,51.5,57.9,0
1084,33,27,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,51.5,57.9,1
19381,40,4,0,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,50.7,19.8,1
14002,6,27,1,1,13701,1,4.0,29.2,16.3,21.0,39.5,14685,65,48.7,52.7,1
18886,19,55,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,52.7,0
5597,7,48,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,50.7,19.8,0
5422,74,5,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,51.5,57.9,0
4941,49,4,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,51.5,57.9,0
11987,7,24,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,51.5,57.9,0
6708,4,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
2268,17,25,1,1,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,50.7,19.8,1
14233,49,60,0,0,13701,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,52.7,0
1432,17,5,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,54.5,30.1,1
6609,49,5,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,0
2010,57,25,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,54.5,30.1,0
9175,22,25,1,1,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,51.5,57.9,1
13430,49,52,0,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,51.5,57.9,0
9215,6,9,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,51.5,57.9,1
9059,40,27,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,54.5,30.1,1
19031,6,25,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,51.5,57.9,1
970,91,25,1,1,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,51.5,57.9,0
18979,4,44,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,54.5,30.1,0
9018,22,25,1,1,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,51.5,57.9,1
8844,6,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,54.5,30.1,1
16049,19,12,1,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,50.7,19.8,0
4685,33,25,1,0,7470,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,1
14402,4,27,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,54.5,30.1,0
14793,8,2,0,0,22849,1,8.5,14.1,16.5,35.9,39.2,16134,67,50.7,19.8,0
16904,22,25,1,1,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,52.7,1
11182,22,47,1,1,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,48.7,54.2,1
15817,41,38,0,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,50.7,19.8,0
17859,6,9,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,54.2,1
10540,84,4,0,0,16845,1,1.3,39.7,28.7,18.4,40.4,19252,78,48.7,52.7,0
45,19,10,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,52.7,0
9243,50,5,0,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,52.7,0
2996,20,5,0,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,54.5,30.1,0
18270,145,5,0,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,51.5,57.9,0
8880,32,27,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,54.5,30.1,1
19636,35,27,0,1,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,51.5,57.9,0
19005,68,25,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,52.7,0
18472,22,25,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,48.7,52.7,1
7881,88,9,0,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,50.7,19.8,0
2664,49,5,0,0,5070,2,1.1,7.5,6.8,4.9,40.5,44164,11,54.5,30.1,0
3362,33,27,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,54.5,30.1,1
13150,7,4,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,52.7,0
3016,49,5,0,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,54.5,30.1,0
14544,68,39,1,0,22849,1,5.8,56.5,34.6,27.5,51.5,8201,98,48.7,52.7,0
5850,49,9,0,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,50.7,19.8,0
8126,19,19,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,51.5,57.9,0
18403,117,5,0,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,54.5,30.1,0
11018,11,5,1,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,48.7,54.2,0
722,6,22,1,0,3345,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,52.7,1
12416,47,42,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,54.2,1
13776,32,4,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,51.5,57.9,1
5041,68,27,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,54.5,30.1,0
7591,31,27,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,54.5,30.1,0
4962,31,27,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,51.5,57.9,0
9360,65,5,0,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,54.2,0
19704,6,5,1,0,37845,2,3.6,15.4,7.1,10.9,30.3,25828,24,48.7,54.2,1
6595,32,25,1,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,1
6357,33,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,1
15511,4,2,1,0,21870,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,52.7,0
15122,154,4,0,0,15501,1,7.2,18.7,13.4,32.9,35.6,16954,61,51.5,57.9,1
823,13,12,1,0,3345,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,54.2,0
998,17,5,1,1,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,48.7,54.2,1
1361,11,5,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,51.5,57.9,0
12286,19,34,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,52.7,0
13161,4,5,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,54.5,30.1,0
5687,31,27,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,54.5,30.1,0
3614,22,5,1,1,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,52.7,1
15746,4,5,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,50.7,19.8,0
10902,140,5,0,0,16845,1,2.4,21.7,15.7,11.3,35.4,35911,26,48.7,54.2,0
16899,4,34,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,51.5,57.9,0
6418,33,35,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
3687,7,6,0,0,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,54.2,0
5800,19,27,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,54.5,30.1,0
15158,13,2,1,0,15501,3,4.5,18.9,13.7,22.2,31.3,22694,43,54.5,30.1,0
17331,11,5,1,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,50.7,19.8,0
5379,82,44,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,54.5,30.1,0
11050,22,27,1,1,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,54.5,30.1,1
17312,59,9,0,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,1
18470,7,5,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,50.7,19.8,0
6146,142,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,0
18711,6,4,1,0,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,52.7,1
16641,34,0,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,54.2,0
2283,33,25,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,52.7,1
19261,31,27,1,0,37845,1,0.9,5.1,8.0,3.7,40.5,39523,12,48.7,52.7,0
3030,22,25,1,1,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,54.5,30.1,1
6712,17,44,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,1
1764,58,4,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,50.7,19.8,1
12154,7,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,54.2,0
13317,22,5,0,1,17070,1,2.1,11.5,20.0,11.0,44.0,28887,38,50.7,19.8,1
11641,4,5,1,0,18345,1,2.9,30.7,23.4,16.5,36.1,18672,58,50.7,19.8,0
262,7,4,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,54.2,0
6325,49,4,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,0
10891,7,5,1,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,54.5,30.1,0
15731,17,5,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,51.5,57.9,1
10971,148,27,0,0,16845,1,2.4,21.7,15.7,11.3,35.4,35911,26,50.7,19.8,0
17094,7,4,0,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,52.7,0
1616,7,3,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,50.7,19.8,0
9479,20,48,0,0,12270,1,15.2,30.7,15.8,54.8,33.8,10402,96,51.5,57.9,0
11315,58,5,1,0,16845,3,1.5,18.4,8.4,4.3,26.2,39056,14,54.5,30.1,1
16980,3,27,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,51.5,57.9,0
17269,6,0,1,0,18201,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,1
17235,4,55,1,0,18201,1,4.8,34.4,35.9,26.3,40.7,11317,89,50.7,19.8,0
18606,17,5,1,0,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,52.7,1
11722,4,44,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,54.2,0
17668,12,5,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,54.5,30.1,1
1625,7,43,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,54.5,30.1,0
549,1,46,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,51.5,57.9,1
12352,58,5,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,54.2,1
6419,64,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,0
4269,6,37,1,0,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,50.7,19.8,1
4577,86,50,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,1
2607,58,3,1,0,5070,2,2.7,8.6,12.4,13.4,35.5,27751,25,54.5,30.1,1
7920,8,0,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,51.5,57.9,0
2703,49,5,0,0,5070,1,3.9,13.2,9.9,14.4,39.0,26576,33,54.5,30.1,0
11631,7,27,1,1,18345,1,2.9,30.7,23.4,16.5,36.1,18672,58,54.5,30.1,0
11194,47,4,1,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,48.7,52.7,1
2446,33,25,1,1,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,1
19086,33,0,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,54.5,30.1,1
17003,4,0,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,52.7,0
18262,49,9,0,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,54.5,30.1,0
16827,7,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,54.2,0
3360,6,37,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,48.7,54.2,1
1951,4,27,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,0
6989,19,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
1,1,1,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,51.5,57.9,1
9206,22,27,0,1,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,52.7,1
14524,33,27,1,0,22849,1,5.8,56.5,34.6,27.5,51.5,8201,98,48.7,52.7,1
9421,11,5,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,52.7,0
12246,7,27,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,51.5,57.9,0
7673,145,5,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,51.5,57.9,0
10205,25,5,0,0,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,48.7,52.7,0
15852,9,27,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,48.7,52.7,0
19762,22,25,0,0,37845,2,3.6,15.4,7.1,10.9,30.3,25828,24,50.7,19.8,1
12583,106,5,0,0,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,54.2,1
17994,1,4,0,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,50.7,19.8,1
8162,80,4,0,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,52.7,0
1441,100,59,0,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,0
17974,3,19,1,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,54.2,0
15732,93,5,0,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,48.7,54.2,0
4765,33,55,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,52.7,1
2973,17,5,1,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,48.7,54.2,1
18941,5,27,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,54.2,0
11466,68,25,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,50.7,19.8,0
408,8,39,0,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,54.5,30.1,0
2093,22,25,1,1,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,54.5,30.1,1
13999,22,27,1,0,13701,1,4.0,29.2,16.3,21.0,39.5,14685,65,48.7,52.7,1
7421,4,3,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,54.2,0
7795,4,5,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,51.5,57.9,0
1857,6,37,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,54.5,30.1,1
5463,68,52,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,54.5,30.1,0
18812,47,27,0,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,54.5,30.1,1
12691,4,5,1,0,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,54.2,0
8594,7,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,51.5,57.9,0
15860,19,16,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,48.7,54.2,0
15053,1,25,0,0,15501,1,7.2,18.7,13.4,32.9,35.6,16954,61,48.7,54.2,1
4757,4,9,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,0
8975,66,25,0,1,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,50.7,19.8,1
4371,6,25,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,52.7,1
2983,49,4,0,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,48.7,54.2,0
7527,17,5,0,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,52.7,1
3059,6,25,0,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,48.7,52.7,1
1055,90,22,0,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,51.5,57.9,0
2774,6,25,1,0,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,50.7,19.8,1
6970,43,25,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,0
10196,106,5,0,1,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,48.7,54.2,1
8997,17,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,54.5,30.1,1
8957,33,55,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,52.7,1
10247,132,3,1,0,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,54.5,30.1,0
2498,49,4,0,0,3870,2,2.0,5.4,9.0,11.5,39.5,32875,21,48.7,54.2,0
15406,7,5,1,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,54.5,30.1,0
19285,68,19,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,48.7,54.2,0
17367,49,44,0,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,0
1517,31,15,1,1,3345,1,0.8,12.3,5.1,3.6,21.5,71551,2,50.7,19.8,0
16831,19,12,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
17394,8,6,0,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,0
1079,22,25,0,1,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,50.7,19.8,1
6803,77,37,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
18882,6,5,0,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,54.5,30.1,1
16125,22,27,0,1,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,51.5,57.9,1
15324,17,5,0,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,51.5,57.9,1
15861,19,2,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,48.7,52.7,0
6547,7,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,0
16960,25,4,0,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
4622,68,32,1,0,7470,1,3.2,16.8,8.2,14.8,26.2,31908,23,54.5,30.1,0
1314,6,37,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,1
2205,49,5,0,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,0
9928,11,5,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,50.7,19.8,0
10892,68,0,1,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,54.5,30.1,0
143,4,5,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,52.7,0
6624,19,25,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,0
11638,6,4,0,0,18345,1,2.9,30.7,23.4,16.5,36.1,18672,58,51.5,57.9,1
5937,17,5,1,0,10850,1,2.3,14.7,6.6,12.9,21.7,43198,10,51.5,57.9,1
790,5,27,1,0,3345,1,3.8,24.0,8.9,11.8,22.2,35787,20,54.5,30.1,0
19896,52,2,1,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,54.2,1
4661,19,57,1,0,7470,1,3.2,16.8,8.2,14.8,26.2,31908,23,50.7,19.8,0
11750,12,4,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,52.7,1
12595,52,6,1,0,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,50.7,19.8,1
652,33,2,1,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,51.5,57.9,1
3776,22,25,1,1,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,50.7,19.8,1
7359,11,5,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,54.5,30.1,0
6851,4,44,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,0
1000,20,5,0,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,48.7,54.2,0
2934,6,37,0,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,50.7,19.8,1
15510,33,19,1,0,21870,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,54.2,1
14944,68,19,1,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,50.7,19.8,0
14748,6,5,1,0,22849,1,2.6,8.8,11.3,19.3,38.1,26353,32,48.7,54.2,1
10843,6,4,1,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,50.7,19.8,1
